SGB ID	Species label	NCBI taxID	Alternative species labels	Alternative NCBI taxIDs
SGB48054	Clostridiaceae_bacterium	1898204		
SGB48219	Bacteroidales_bacterium	2030927		
SGB48015	Lachnospiraceae_bacterium	1898203		
SGB48258	Bacteroidales_bacterium	2030927		
SGB48196	Bacteroidaceae_bacterium	2212467		
SGB48820	actinobacterium_SCGC_AAA027_J17	932040		
SGB48183	Bacteroidales_bacterium	2030927		
SGB48414	Bacteroidaceae_bacterium	2212467		
SGB48849	Clostridia_bacterium	2044939		
SGB49027	Candidatus_Gastranaerophilales_bacterium	2137880		
SGB48221	Bacteroidales_bacterium	2030927		
SGB48892	Marinimicrobia_bacterium_SCGC_AB_629_J13	1131273		
SGB48823	actinobacterium_SCGC_AAA278_I18	938557		
SGB1855_group	Bacteroides_fragilis	817	Bacteroides_sp_3_2_5,Bacteroides_cellulosilyticus	457392,246787
SGB49059	Anaerofustis_stercorihominis	214853		
SGB48962	Actinobacteria_bacterium	1883427		
SGB48548	Bacteroides_acidifaciens	85831		
SGB48850	Clostridia_bacterium	2044939		
SGB49075	Lactobacillus_sp_116_1A	2559916		
SGB48256	Bacteroidales_bacterium	2030927		
SGB48926	Candidatus_Poribacteria_bacterium_WGA_4E	857041		
SGB49083	Lactobacillus_sp_735_2	2559922		
SGB48827	actinobacterium_SCGC_AAA041_L13	932042	actinobacterium_SCGC_AAA044_N04	932043
SGB48179	Bacteroidales_bacterium	2030927		
SGB49061	Lysinibacillus_sp_SGAir0095	2070463		
SGB49074	Lactobacillus_modestisalitolerans	1457219		
SGB49073	Lactobacillus_plajomi	1457217		
SGB48794	Clostridiaceae_bacterium	1898204	Clostridium_sp_HV4_5_A1G,Clostridiaceae_bacterium_BL_3	2004595,2799563
SGB49081	Lactobacillus_sp_778_3	2559921		
SGB49078	Lactobacillus_sp_218_3	2559919		
SGB49079	Lactobacillus_sp_398_2	2559920		
SGB48929	Candidatus_Poribacteria_bacterium_WGA_3G	1104566		
SGB48431	Bacteroidaceae_bacterium	2212467		
SGB49046	Bacillus_kyonggiensis	1037680		
SGB49072	Lactobacillus_kunkeei	148814		
SGB48859	Clostridia_bacterium	2044939		
SGB49087	Enterococcus_sp_241_2_2	2559924		
SGB49084	Lactobacillus_sp_887_11	2559923		
SGB49049	Bacillus_horikoshii	79883		
SGB48876	Clostridia_bacterium	2044939		
SGB48432	Bacteroidaceae_bacterium	2212467		
SGB49089	Enterococcus_sp_63_4	2559925		
SGB49088	Enterococcus_asini	57732	Enterococcus_xiangfangensis	1296537
SGB49077	Lactobacillus_sp_382_1	2559915		
SGB4828_group	Blautia_sp_MSK_20_85	2709718	Ruminococcus_sp_OF03_6AA,Ruminococcus_sp_AM41_10BH,Ruminococcus_sp_AM36_5,Ruminococcus_sp_AM36_2AA,Ruminococcus_sp_OM08_9BH	2293229,2293213,2293211,2293210,2293236
SGB49065	Ureibacillus_thermophilus	367743		
SGB48409	Bacteroidaceae_bacterium	2212467		
SGB49090	Enterococcus_viikkiensis	930854		
SGB49086	Vagococcus_sp_MN_09	2545413		
SGB49080	Lactobacillus_sp_203_3	2559918		
SGB49092	Enterococcus_sp_94_2	2559926		
SGB48437	Bacteroidaceae_bacterium	2212467		
SGB49085	Vagococcus_sp_2B_2	2508885		
SGB48848	Clostridia_bacterium	2044939		
SGB49026	Candidatus_Gastranaerophilales_bacterium	2137880		
SGB49112	Piscibacillus_salipiscarius	299480		
SGB49095	Tissierella_creatinini	43143		
SGB49044	Ruminiclostridium_sp_MA18	2488810		
SGB49093	Lactobacillus_sp_395_6_2	2559914		
SGB49082	Lactobacillus_nenjiangensis	1296540	Lactobacillus_nenjiangensis	1296540
SGB49101	Planococcus_salinarum	622695		
SGB49076	Lactobacillus_sp_381_7	2559917		
SGB49103	Bacillus_sp_DSL_17	2567941		
SGB49091	Enterococcus_florum	2480627		
SGB49107	Lentibacillus_juripiscarius	257446		
SGB49104	Bacillus_hwajinpoensis	208199		
SGB49100	Bacillus_natronophilus	2583810		
SGB49108	Lentibacillus_cibarius	2583219	Lentibacillus_sp_NKC220_2,Lentibacillus_panjinensis	2583219,2545621
SGB49119	Firmicutes_bacterium_CS_1	2579976		
SGB49105	Bacillus_sp_HB172195	2574798		
SGB49106	Bacillus_sp_E_2018	2502239		
SGB49218	Clostridia_bacterium	2044939		
SGB49172	Pasteuria_penetrans	86005		
SGB49036	Candidatus_Gastranaerophilales_bacterium	2137880		
SGB49122	Paenibacillus_terrae	159743		
SGB49102	Bacillus_timonensis	1033734		
SGB49317	OCS155_cluster_bacterium_AG_333_G23	2162605	OCS155_cluster_bacterium_AG_430_O18,OCS155_cluster_bacterium_AG_414_G13	2162612,2162606
SGB49324	actinobacterium_SCGC_AAA015_D07	939195		
SGB49130	Cohnella_sp_CAU_1483	2564100		
SGB49467	Nanoarchaeota_archaeon_SCGC_AAA011_D5	743729		
SGB49116	Bacillus_sp_BHET2	2583818		
SGB49138	Paenibacillus_sp_HB172198	2565926		
SGB49401	Candidatus_Ancillula_trichonymphae	1265509		
SGB49166	Desulfotomaculum_aquiferis	1397668		
SGB49163	Firmicutes_bacterium	1879010		
SGB49298	Corynebacterium_endometrii	2488819		
SGB49137	Paenibacillus_sp_YH_JAE5	2567944		
SGB48874	Clostridia_bacterium	2044939		
SGB49110	Aquibacillus_sp_BH258	2574734		
SGB49168	Peptococcaceae_bacterium	2052179		
SGB49238	Acholeplasmatales_bacterium	2053494		
SGB16988_group	Rothia_dentocariosa	2047	Rothia_sp_HMSC08A08,Rothia_sp_HMSC071F11,Rothia_sp_HMSC058E10,Rothia_sp_HMSC064D08,Rothia_sp_HMSC067H10,Rothia_sp_HMSC065G12,Rothia_sp_HMSC036D11,Rothia_sp_HMSC069C01,Rothia_sp_HMSC065D02,Rothia_sp_1C11	1581132,1715034,1715088,1715104,1739260,1739308,1739462,1739485,1739518,2559613
SGB49484	Nanoarchaeota_archaeon_SCGC_AAA011_L22	1046946		
SGB49134	Paenibacillus_sp_SY21_1	2562315		
SGB49407	Cloacimonetes_bacterium_JGI_OTU_2	1379398		
SGB49409	Cloacimonetes_bacterium_SCGC_AAA252_E20	1046954	Cloacimonetes_bacterium_SCGC_AAA252_M08,Cloacimonetes_bacterium_SCGC_AAA252_O17,Cloacimonetes_bacterium_SCGC_AAA252_N14,Cloacimonetes_bacterium_SCGC_AAA255_C20,Cloacimonetes_bacterium_SCGC_AAA252_N11,Cloacimonetes_bacterium_SCGC_AAA252_G08,Cloacimonetes_bacterium_SCGC_AAA252_I16	1046963,1046970,1046965,1046975,913319,1046957,1046959
SGB49131	Paenibacillus_thermoaerophilus	1215385		
SGB49135	Paenibacillus_pinistramenti	1768003		
SGB49413	Candidatus_Latescibacter_anaerobius	1432313		
SGB49129	Paenibacillus_antri	2582848		
SGB49740	Bacteroidetes_bacterium_SCGC_AAA027_G08	938698		
SGB49432	Crenarchaeota_archaeon_SCGC_AAA471_B23	1052802	Crenarchaeota_archaeon_SCGC_AAA471_O08,Crenarchaeota_archaeon_SCGC_AAA471_L14,Crenarchaeota_archaeon_SCGC_AAA471_L13,Crenarchaeota_archaeon_SCGC_AAA471_C03	1052806,1052805,1052804,1052803
SGB49312	OCS155_cluster_bacterium_AG_426_D23	2162610	OCS155_cluster_bacterium_AG_430_M19	2162611
SGB49136	Paenibacillaceae_bacterium	2003592		
SGB49397	Aliifodinibius_saliphilus	1920650		
SGB49365	Dyadobacter_sediminis	1493691		
SGB49388	Fabibacter_pacificus	1267423		
SGB49132	Paenibacillus_mesophilus	2582849		
SGB49128	Cohnella_sp_CC_MHH1044	2565925		
SGB49383	Sphingobacterium_olei	2571155		
SGB49314	OCS155_cluster_bacterium_AG_349_E07	2162613		
SGB49400	Candidatus_Rhodoluna_limnophila	232537		
SGB49369	Dyadobacter_sp_AR_3_8	2576211		
SGB49368	Dyadobacter_luticola	1979387		
SGB49660	Robertkochia_marina	1227945		
SGB49371	Larkinella_sp_C7	2576607		
SGB49366	Dyadobacter_flavalbus	2579942		
SGB49735	Hydrotalea_flava	714549		
SGB49790	Pedobacter_sp_AR_3_17	2571271		
SGB49670	Pontibacter_sp_SGAir0037	2571030		
SGB49322	OCS155_cluster_bacterium_AG_414_P03	2162607	OCS155_cluster_bacterium_AG_422_P13,OCS155_cluster_bacterium_AG_422_J23	2162609,2162608
SGB49741	Bacteroidetes_bacterium_SCGC_AAA027_N21	938709		
SGB49810	Pedobacter_sp_AR_2_6	2571270		
SGB49939	Elizabethkingia_sp_JS20170427COW	2583851		
SGB49188	Firmicutes_bacterium	1879010		
SGB49803	Pedobacter_sp_P_25	2563444		
SGB49963	Bacteroidetes_bacterium_SCGC_AAA795_G10	2175803		
SGB49733	Ilyomonas_limi	2575867		
SGB49927	Bacteroidales_bacterium	2030927		
SGB49384	Parapedobacter_defluvii	2045106		
SGB49668	Spirosoma_lacussanchae	1884249		
SGB49824	Inquilinus_sp_KBS0705	2578108		
SGB49647	Runella_defluvii	370973		
SGB49812	Pedobacter_sp_RP_3_22	2571273		
SGB49896	Phaeocystidibacter_marisrubri	1577780		
SGB49367	Dyadobacter_sp_QTA69	2572203		
SGB49749	Segetibacter_sp_3557_3	2547429		
SGB49804	Pedobacter_ureilyticus	1393051		
SGB49844	Labilibacter_sp_CG51	2570926		
SGB49821	Pedobacter_sp_RP_3_15	2571272		
SGB50294	Candidatus_Paceibacter_normanii	1432329		
SGB50260	Microgenomates_bacterium_SCGC_AAA011_L6	699262		
SGB50078	Winogradskyella_algicola	2575815		
SGB50059	Flavobacterium_sangjuense	2518177		
SGB49375	Gimesia_chilikensis	2605989	Gimesia_benthica	2608982
SGB49747	Niastella_sp_HX_16_21	2569763		
SGB50044	Antarcticibacterium_flavum	2058175		
SGB50082	Algibacter_sp_XY_114	2562860		
SGB49802	Pedobacter_sp_KBS0701	2578106		
SGB49843	Puteibacter_caeruleilacunae	2528631		
SGB50115	Muricauda_alvinocaridis	2530200		
SGB50053	Flavobacterium_sp_CC_CTC003	2565924		
SGB50096	Polaribacter_sp_DBTF_3	2304626		
SGB50083	Psychroserpens_sp_NJDZ02	2570561		
SGB50367	Clostridia_bacterium	2044939		
SGB50119	Croceivirga_sp_JEA036	2721162	Flavobacterium_sp_ASW18X	2572595
SGB50527	SAR86_cluster_bacterium_AG_422_P06	2162555		
SGB50054	Flavobacterium_sp_H122	2529860		
SGB50377	Sulfurimonas_sp_SN118	2574727		
SGB50440	Campylobacter_sp_MIT_17_664	2040646		
SGB50666	Candidatus_Nardonella_dryophthoridicola	1971485		
SGB50490	Candidatus_Atribacteria_bacterium_MT_SAG_1	2552984		
SGB50438	Campylobacter_sp_MIT_17_670	2040645		
SGB49929	Bacteroidales_bacterium	2030927		
SGB50502	SAR86_cluster_bacterium_AG_390_O18	2162566		
SGB50439	Campylobacter_sp_MIT_10_5678	2040647		
SGB50524	SAR86_cluster_bacterium_AG_349_I13	2162563		
SGB50500	SAR86_cluster_bacterium_AG_422_E19	2162560		
SGB50113	Flavobacteriaceae_bacterium_F202Z8	2583587		
SGB50484	Atribacteria_bacterium_SCGC_AAA255_G05	1047051		
SGB49928	Bacteroidales_bacterium	2030927		
SGB50487	Candidatus_Atribacteria_bacterium_RS_JS1	1977312		
SGB50110	Maribacter_sp_RZ26	2578118		
SGB50635	Chloroflexi_bacterium_SCGC_AB_629_P13	1131272		
SGB50664	Candidatus_Riesia_sp_GBBU	1719125		
SGB50092	Flavobacterium_sp_SCGC_AAA160_P02	1009412		
SGB50441	Campylobacter_armoricus	2505970		
SGB50532	SAR86_cluster_bacterium_AG_359_O04	2162564		
SGB50112	Maribacter_sp_ACAM166	2508996		
SGB50659	Pantoea_sp_SoEO	2044607		
SGB50667	Buchnera_aphidicola	9		
SGB50117	Flagellimonas_algicola	2583815		
SGB50676	Buchnera_aphidicola	9		
SGB50687	Buchnera_aphidicola	9		
SGB50392	Arcobacter_sp_CAU_1517	2576037		
SGB50669	Buchnera_aphidicola	9		
SGB50662	Pantoea_sp_SoET	2044608		
SGB50677	Buchnera_aphidicola	9		
SGB50692	Buchnera_aphidicola	9		
SGB50698	Buchnera_aphidicola	9		
SGB50116	Flagellimonas_sp_XY_359	2562684		
SGB50661	Pantoea_sp_SoEE	2044609		
SGB50479	Atribacteria_bacterium_SCGC_AAA252_M02	913317	Atribacteria_bacterium_SCGC_AAA255_N14	1047052
SGB50469	Candidatus_Aerophobus_profundus	1462352		
SGB50568	SAR86_cluster_bacterium_AG_313_D11	2162552	SAR86_cluster_bacterium_AG_313_D15	2162553
SGB50628	zeta_proteobacterium_SCGC_AB_133_C04	1131283		
SGB50844	Pelagibacteraceae_bacterium_AG_349_E10	2161980		
SGB50542	Oceanospirillales_bacterium_SCGC_AAA298_N10	939745		
SGB50780	Marinimicrobia_bacterium_SCGC_AAA298_D23	939857		
SGB50700	Candidatus_Westeberhardia_cardiocondylae	1594731		
SGB50759	Marinimicrobia_bacterium_SCGC_AAA003_L08	939844		
SGB50678	Buchnera_aphidicola	9		
SGB50749	Kangiella_sp_HD9_110m_PIT_SAG07	2283595		
SGB50209	Methanobacteriaceae_archaeon	2099680		
SGB50514	SAR86_cluster_bacterium_AG_390_O03	2162565	SAR86_cluster_bacterium_AG_447_A08,SAR86_cluster_bacterium_AG_410_J19	2162557,2162558
SGB50538	SAR86_cluster_bacterium_AG_422_O05	2162561		
SGB50686	Buchnera_aphidicola	9		
SGB50697	Buchnera_aphidicola	9		
SGB50091	Flavobacteriaceae_bacterium_10Alg115	2584122		
SGB50699	Candidatus_Providencia_siddallii	1715285		
SGB50630	zeta_proteobacterium_SCGC_AB_137_C09	1131284		
SGB50911	Pelagibacteraceae_bacterium_AG_430_I06	2162019	Pelagibacteraceae_bacterium_AG_430_L02	2162020
SGB50694	Buchnera_aphidicola	9		
SGB50556	gamma_proteobacterium_SCGC_AAA168_I18	1009425	gamma_proteobacterium_SCGC_AAA168_P09	1009426
SGB50828	Candidatus_Hepatoplasma_crinochetorum	295596		
SGB50696	Buchnera_aphidicola	9		
SGB50923	Candidatus_Pelagibacter_ubique	198252		
SGB50685	Buchnera_aphidicola	9		
SGB50695	Buchnera_aphidicola	9		
SGB50389	Poseidonibacter_sp_JOD_M_6	2654171	Poseidonibacter_sp_SJOD_M_5,Poseidonibacter_sp_SJOD_M_33	2654172,2654173
SGB50660	Pantoea_sp_SoEL	2044610		
SGB50668	Buchnera_aphidicola	9		
SGB50778	Marinimicrobia_bacterium_JGI_OTU_2	1379406	Marinimicrobia_bacterium_SCGC_AAA160_C11	1007122
SGB50693	Buchnera_aphidicola	9		
SGB50875	Pelagibacteraceae_bacterium_AG_337_I02	2162033		
SGB50925	Pelagibacteraceae_bacterium_AG_422_I02	2161991		
SGB50856	Pelagibacteraceae_bacterium_AG_337_G06	2162032		
SGB50178	Echinicola_rosea	1807691		
SGB50956	Pelagibacterales_bacterium_SAG_MED30	2760032		
SGB50369	Clostridia_bacterium	2044939		
SGB50946	alpha_proteobacterium_SCGC_AAA288_G21	939324		
SGB50919	Pelagibacteraceae_bacterium_AG_426_L23	2161997	Pelagibacteraceae_bacterium_AG_435_G05	2162000
SGB50944	alpha_proteobacterium_SCGC_AAA288_E13	939316		
SGB50948	alpha_proteobacterium_SCGC_AAA288_N07	939346		
SGB50979	Pelagibacteraceae_bacterium_AG_365_D07	2162041		
SGB50965	Pelagibacteraceae_bacterium_AG_426_A02	2161994		
SGB50931	Pelagibacteraceae_bacterium_AG_390_C22	2161986		
SGB50855	Pelagibacteraceae_bacterium_AG_461_B04	2162006		
SGB50970	Pelagibacteraceae_bacterium_AG_337_G04	2162031		
SGB50443	Campylobacter_sp_MIT_12_5580	2040651	Campylobacter_sp_MIT_12_8780,Campylobacter_sp_MIT_19_121	2202200,2703906
SGB50707	Idiomarina_aestuarii	624146		
SGB50817	Brachyspira_catarrhinii	2528966		
SGB50081	Lacinutrix_sp_CAU_1491	2565367		
SGB50857	Pelagibacteraceae_bacterium_AG_333_C14	2162030		
SGB51010	Pelagibacteraceae_bacterium_AG_447_E22	2162003		
SGB50905	Pelagibacteraceae_bacterium_AG_359_E06	2161982		
SGB50831	Rhodospirillaceae_bacterium	1898112		
SGB50980	Pelagibacteraceae_bacterium_AG_414_M23	2162016		
SGB50983	Pelagibacteraceae_bacterium_AG_410_D23	2162050		
SGB50992	Pelagibacteraceae_bacterium_AG_390_A23	2161985		
SGB50912	Pelagibacteraceae_bacterium_AG_426_I15	2161996		
SGB50852	Pelagibacteraceae_bacterium_AG_422_N09	2161993		
SGB51037	OCS116_cluster_bacterium_AG_390_I16	2162592		
SGB51008	Pelagibacteraceae_bacterium_AG_325_J17	2162029		
SGB50926	Pelagibacteraceae_bacterium_AG_313_A04	2162056		
SGB50945	alpha_proteobacterium_SCGC_AAA240_E13	939306		
SGB50928	Pelagibacteraceae_bacterium_AG_325_C03	2162021		
SGB50990	Pelagibacteraceae_bacterium_AG_319_F18	2162057		
SGB50964	Pelagibacteraceae_bacterium_AG_426_E17	2161995		
SGB50947	Pelagibacteraceae_bacterium_AG_464_P07	2162008		
SGB50939	Pelagibacteraceae_bacterium_AG_414_E02	2162014		
SGB28829_group	Candidatus_Fonsibacter_ubiquis	1925548	alpha_proteobacterium_SCGC_AAA023_L09,alpha_proteobacterium_SCGC_AAA028_D10,alpha_proteobacterium_SCGC_AAA280_P20,alpha_proteobacterium_SCGC_AAA027_C06,alpha_proteobacterium_SCGC_AAA027_L15,alpha_proteobacterium_SCGC_AAA280_B11,alpha_proteobacterium_SCGC_AAA028_C07,alpha_proteobacterium_SCGC_AAA027_J10,alpha_proteobacterium_SCGC_AAA487_M09	938615,938641,938665,938624,938633,938663,938639,938631,938672
SGB51013	Pelagibacteraceae_bacterium_AG_390_O04	2162046		
SGB50971	Pelagibacteraceae_bacterium_AG_470_G21	2162011		
SGB50978	Pelagibacteraceae_bacterium_AG_426_G09	2162053		
SGB50932	Pelagibacteraceae_bacterium_AG_325_E13	2162024		
SGB50993	Pelagibacteraceae_bacterium_AG_349_O05	2162039		
SGB50987	Pelagibacteraceae_bacterium_AG_325_C10	2162022		
SGB51007	Pelagibacteraceae_bacterium_AG_325_E08	2162023	Pelagibacteraceae_bacterium_AG_325_F13,Pelagibacterales_bacterium_SAG_MED37,Pelagibacterales_bacterium_SAG_MED12	2162026,2760038,2760015
SGB50982	Pelagibacteraceae_bacterium_AG_439_F23	2162002		
SGB50991	Pelagibacteraceae_bacterium_AG_422_D23	2161990		
SGB50962	Pelagibacteraceae_bacterium_AG_430_F16	2162054		
SGB51036	OCS116_cluster_bacterium_AG_390_A19	2162591		
SGB50973_group	Pelagibacteraceae_bacterium_GOM_A1	1696173	Pelagibacteraceae_bacterium_AG_426_M19	2161998
SGB51003	Pelagibacteraceae_bacterium_AG_339_N18	2162035		
SGB51054	SAR116_cluster_bacterium_AG_321_A13	2162569		
SGB50994	Pelagibacteraceae_bacterium_AG_349_L17	2161981		
SGB50812	Spirochaetia_bacterium	2053615		
SGB51014	Pelagibacteraceae_bacterium_AG_426_P20	2161999		
SGB50968	Pelagibacteraceae_bacterium_AG_325_E23	2162025		
SGB50950	Pelagibacteraceae_bacterium_AG_464_B04	2162007		
SGB51011	Pelagibacteraceae_bacterium_AG_410_N23	2162012		
SGB51005_group	Pelagibacteraceae_bacterium_AG_426_G02	2162052	Pelagibacteraceae_bacterium_AG_447_N18	2162004
SGB51052	SAR116_cluster_bacterium_AG_337_N21	2162577		
SGB51042	OCS116_cluster_bacterium_AG_343_E15	2162590	OCS116_cluster_bacterium_AG_435_F03	2162589
SGB50998	Pelagibacteraceae_bacterium_AG_390_M19	2162045		
SGB50986	Pelagibacteraceae_bacterium_AG_325_F15	2162027		
SGB51146	Prochlorococcus_sp_AG_363_P01	2162136		
SGB51012	Pelagibacteraceae_bacterium_AG_404_P07	2162047		
SGB51055	SAR116_cluster_bacterium_AG_335_B03	2162575		
SGB51065	SAR116_cluster_bacterium_AG_426_I14	2162581		
SGB51167	Prochlorococcus_sp_AG_670_O13	2162362		
SGB51062	SAR116_cluster_bacterium_AG_321_K23	2162570		
SGB51043	OCS116_cluster_bacterium_AG_430_B22	2162588		
SGB51150	Prochlorococcus_sp_AG_673_M19	2162368		
SGB50566	SAR86_cluster_bacterium_AG_313_N18	2162554		
SGB50813	Bacilli_bacterium	1903720		
SGB50934	Pelagibacteraceae_bacterium_AG_325_J13	2162028		
SGB51226	Prochlorococcus_sp_AG_436_O11	2162319		
SGB50997	Pelagibacteraceae_bacterium_AG_390_A02	2161984		
SGB51125	Candidatus_Marinamargulisbacteria_bacterium_SCGC_AG_410_N11	2184345		
SGB51061	alpha_proteobacterium_SCGC_AAA015_N04	939296		
SGB51165	Prochlorococcus_sp_AG_388_D03	2162468		
SGB51081	Thermosynechococcus_elongatus	146786		
SGB50985	Pelagibacteraceae_bacterium_AG_414_O11	2162017	Pelagibacteraceae_bacterium_AG_430_E20,Pelagibacterales_bacterium_SAG_MED33,Pelagibacterales_bacterium_SAG_MED14,Pelagibacterales_bacterium_SAG_MED08	2162018,2760035,2760017,2760011
SGB51058	alpha_proteobacterium_SCGC_AAA536_K22	1009709		
SGB51400	Prochlorococcus_sp_AG_409_D09	2162204		
SGB51001	Pelagibacteraceae_bacterium_AG_430_P08	2162055		
SGB51015	Pelagibacteraceae_bacterium_AG_422_C23	2161989		
SGB51020	Pelagibacterales_bacterium_SAG_MED15	2760018		
SGB50981	Pelagibacteraceae_bacterium_AG_404_N13	2161987	Pelagibacteraceae_bacterium_AG_447_N21	2162005
SGB51122	Candidatus_Marinamargulisbacteria_bacterium_SCGC_AG_343_D04	2184343		
SGB51403	Prochlorococcus_sp_AG_363_N03	2162148		
SGB51221	Prochlorococcus_sp_AG_402_K10	2162086		
SGB51365	Prochlorococcus_sp_AG_418_G23	2162280		
SGB51078	Synechococcus_elongatus	32046		
SGB51370	Prochlorococcus_sp_AG_418_K17	2162284		
SGB51102	Sphaerospermopsis_aphanizomenoides	459663		
SGB51422	Prochlorococcus_sp_AG_432_D11	2162205		
SGB51231	Prochlorococcus_sp_AG_442_M23	2162323		
SGB51229	Prochlorococcus_sp_AG_442_N17	2162325		
SGB51404	Prochlorococcus_sp_AG_402_G22	2162077		
SGB51401	Prochlorococcus_sp_AG_402_N21	2162096		
SGB51132	Prochlorococcus_sp_AG_412_I05	2162496		
SGB51406	Prochlorococcus_sp_AG_363_N16	2162130		
SGB51417	Prochlorococcus_sp_AG_409_F19	2162480		
SGB51428	Prochlorococcus_sp_AG_463_F15	2162343		
SGB51076	Nodosilinea_sp_P_1105	2546229		
SGB51233	Prochlorococcus_sp_AG_347_J22	2162142		
SGB51440	Prochlorococcus_sp_AG_409_B13	2162267		
SGB50933	Pelagibacteraceae_bacterium_AG_345_F21	2162037		
SGB51458	Prochlorococcus_sp_AG_409_A19	2162264		
SGB51394	Prochlorococcus_sp_AG_418_C09	2162504		
SGB51063	SAR116_cluster_bacterium_AG_426_A06	2162579		
SGB51066	Geitlerinema_sp_P_1104	2546230		
SGB51399	Prochlorococcus_sp_AG_409_P19	2162277		
SGB51096	Oxynema_sp_AP17	2064643		
SGB51433	Prochlorococcus_sp_AG_409_B05	2162266		
SGB51434	Prochlorococcus_sp_AG_363_I04	2162129		
SGB51411	Prochlorococcus_sp_AG_409_K04	2162489		
SGB51429	Prochlorococcus_sp_AG_363_K07	2162191		
SGB51426	Prochlorococcus_sp_AG_363_P15	2162139		
SGB51439	Prochlorococcus_sp_AG_409_O23	2162274		
SGB51441	Prochlorococcus_sp_AG_409_G20	2162481		
SGB51056	alpha_proteobacterium_SCGC_AAA536_G10	1009708		
SGB51409	Prochlorococcus_sp_AG_436_C13	2162311		
SGB51166	Prochlorococcus_sp_AG_402_N10	2162095		
SGB51476	Prochlorococcus_sp_AG_315_C08	2162428		
SGB51412	Prochlorococcus_sp_AG_363_I21	2162189	Prochlorococcus_sp_AG_436_M02	2162316
SGB51435	Prochlorococcus_sp_AG_409_N21	2162273		
SGB51455	Prochlorococcus_sp_AG_363_P08	2162138		
SGB51376	Prochlorococcus_sp_AG_402_L18	2162165		
SGB51379	Prochlorococcus_sp_AG_449_P16	2162328		
SGB51414	Prochlorococcus_sp_AG_402_G10	2162471		
SGB51057	SAR116_cluster_bacterium_AG_325_F22	2162572		
SGB51430	Prochlorococcus_sp_AG_363_C20	2162186		
SGB51470	Prochlorococcus_sp_AG_315_D17	2162430		
SGB51445	Prochlorococcus_sp_AG_363_A16	2162179		
SGB51438	Prochlorococcus_sp_AG_363_J23	2162190		
SGB51105	Cylindrospermum_sp_NIES_4074	2005457		
SGB51456	Prochlorococcus_sp_AG_363_P19	2162140		
SGB51416	Prochlorococcus_sp_AG_436_K22	2162209		
SGB51538	Prochlorococcus_sp_AG_436_J02	2162207		
SGB51436	Prochlorococcus_sp_AG_363_B04	2162180		
SGB51418	Prochlorococcus_sp_AG_363_B11	2162182		
SGB51449	Prochlorococcus_sp_AG_409_J16	2162486		
SGB51532	Prochlorococcus_sp_AG_409_J03	2162484		
SGB51524	Prochlorococcus_sp_AG_402_M23	2162094		
SGB51527	Prochlorococcus_sp_AG_402_G19	2162472		
SGB51504	Prochlorococcus_sp_AG_402_B19	2162470	Prochlorococcus_sp_AG_402_E17	2162257
SGB51431	Prochlorococcus_sp_AG_409_I11	2162482		
SGB51457	Prochlorococcus_sp_AG_363_L02	2162192		
SGB51444	Prochlorococcus_sp_AG_409_J19	2162487		
SGB51454	Prochlorococcus_sp_AG_363_N20	2162131		
SGB51534	Prochlorococcus_sp_AG_402_P18	2162102		
SGB51420	Prochlorococcus_sp_AG_409_L21	2162492		
SGB51472	Prochlorococcus_sp_AG_315_I14	2162396		
SGB51397	Prochlorococcus_sp_AG_409_M05	2162272		
SGB51464	Prochlorococcus_sp_AG_463_P14	2162348		
SGB51508	Prochlorococcus_sp_AG_402_C09	2162255		
SGB51466	Prochlorococcus_sp_AG_409_P03	2162276		
SGB51432	Prochlorococcus_sp_AG_363_O15	2162133		
SGB51410	Prochlorococcus_sp_AG_363_C02	2162185		
SGB51529	Prochlorococcus_sp_AG_402_K14	2162162		
SGB51531	Prochlorococcus_sp_AG_402_P16	2162101		
SGB51448	Prochlorococcus_sp_AG_409_L18	2162491		
SGB51469	Prochlorococcus_sp_AG_315_B03	2162427		
SGB51591	Synechococcus_sp_A15_28	1050638		
SGB51578	Synechococcus_sp_AG_683_C23	2161958	Synechococcus_sp_AG_686_B21	2161961
SGB51544	Prochlorococcus_sp_AG_363_M21	2162147		
SGB51570	Synechococcus_sp_AG_679_B05	2161966		
SGB51571	Synechococcus_sp_AG_673_A10	2161946		
SGB51559	Synechococcus_sp_AG_673_F03	2161948		
SGB51588	Synechococcus_sp_AG_670_B23	2161940		
SGB51447	Prochlorococcus_sp_AG_409_P01	2162275		
SGB51536	Prochlorococcus_sp_AG_363_B05	2162181		
SGB51443	Prochlorococcus_sp_AG_363_O06	2162132		
SGB51819	Bacilli_bacterium	1903720		
SGB51106	Nostoc_sp_PA_18_2419	2575443		
SGB51594	Synechococcus_sp_AG_670_F04	2161942		
SGB51546	Synechococcus_sp_AG_683_A03	2161956		
SGB51590	Synechococcus_sp_AG_670_A05	2161938		
SGB51573	Synechococcus_sp_AG_673_B04	2161962		
SGB51671	Bacteroidales_bacterium	2030927		
SGB51670	Bacteroidales_bacterium	2030927		
SGB51562	Synechococcus_sp_AG_679_A04	2161965		
SGB51904	Candidatus_Hydrogenedens_terephthalicus	1462416	Hydrogenedentes_bacterium_JGI_0000077_O16	1104620
SGB51569	Synechococcus_sp_AG_679_D13	2161954		
SGB51992	Candidatus_Electrothrix_marina	1859130		
SGB51903	Verrucomicrobia_bacterium_SCGC_AAA164_M04	1009418		
